task_id,time,start_slice,duration_slices,source,target,node_id,compute_units,gpu_units,memory_gb,storage_gb,traffic_mbps,priority,task_type
RADAR-31-east-asia-video-streaming,T31,31,3,P13-S15,P71-S20,,9.44,0,2.85,20.52,570.13,3,background
RADAR-31-east-asia-background-sync,T31,31,4,P22-S21,P14-S11,,10.49,0,3.42,22.8,123.18,3,background
RADAR-31-south-america-human-web,T31,31,2,P25-S18,P64-S14,,9.79,0,2.4,8,179.48,2,mixed
RADAR-31-south-america-interactive-realtime,T31,31,1,P31-S22,P02-S01,,11.19,0,1.6,4.8,100.3,1,routing
RADAR-31-south-america-api,T31,31,2,P34-S02,P07-S05,,12.59,0,3.2,9.6,69.95,1,telemetry
RADAR-31-oceania-human-web,T31,31,2,P37-S01,P31-S05,,7.99,0,2.4,8,146.42,2,mixed
RADAR-31-oceania-video-streaming,T31,31,3,P40-S03,P36-S10,,5.13,0,2,14.4,310.07,3,background
RADAR-31-oceania-automated,T31,31,2,P55-S13,P61-S10,,4.56,0,1.6,6.4,115.68,4,routing
RADAR-COMPUTE-31-oceania,T31,31,3,,,P52-S11,13.69,0,6.4,25.6,0,2,compute
RADAR-32-na-east-human-web,T32,32,2,P39-S19,P67-S11,,17.64,0,3.6,12,325.58,2,mixed
RADAR-32-na-east-video-streaming,T32,32,3,P42-S21,P72-S16,,11.34,0,3,21.6,689.47,3,background
RADAR-32-na-east-software-update,T32,32,5,P54-S07,P20-S12,,8.82,0,2.4,43.2,459.65,4,background
RADAR-32-na-east-automated,T32,32,2,P57-S09,P25-S16,,10.08,0,2.4,9.6,255.53,4,routing
RADAR-COMPUTE-32-na-east,T32,32,3,,,P54-S07,30.24,1,9.6,38.4,0,2,compute
RADAR-32-na-west-human-web,T32,32,2,P48-S03,P16-S18,,15.44,0,3.15,10.5,284.89,2,mixed
RADAR-32-na-west-interactive-realtime,T32,32,1,P54-S07,P26-S05,,17.64,0,2.1,6.3,159.2,1,routing
RADAR-32-na-west-api,T32,32,2,P57-S09,P31-S09,,19.85,0,4.2,12.6,109.04,1,telemetry
RADAR-32-na-west-dns-control,T32,32,1,P69-S17,P51-S05,,6.62,0,1.05,4.2,42.67,1,telemetry
RADAR-32-europe-human-web,T32,32,2,P63-S08,P57-S09,,17.35,0,3.54,11.8,320.16,2,mixed
RADAR-32-europe-video-streaming,T32,32,3,P66-S10,P62-S14,,11.15,0,2.95,21.24,677.98,3,background
RADAR-32-europe-background-sync,T32,32,4,P03-S16,P05-S05,,12.39,0,3.54,23.6,143.85,3,background
RADAR-32-east-asia-human-web,T32,32,2,P11-S14,P67-S16,,16.76,0,3.42,11.4,309.3,2,mixed
RADAR-32-east-asia-interactive-realtime,T32,32,1,P17-S18,P05-S03,,19.15,0,2.28,6.84,172.85,1,routing
RADAR-32-east-asia-api,T32,32,2,P20-S20,P10-S07,,21.55,0,4.56,13.68,118.38,1,telemetry
RADAR-32-south-america-human-web,T32,32,2,P26-S19,P65-S14,,11.17,0,2.4,8,206.2,2,mixed
RADAR-32-south-america-video-streaming,T32,32,3,P29-S21,P70-S19,,7.18,0,2,14.4,436.67,3,background
RADAR-32-south-america-automated,T32,32,2,P44-S09,P23-S19,,6.38,0,1.6,6.4,161.83,4,routing
RADAR-COMPUTE-32-south-america,T32,32,3,,,P41-S07,19.15,0,6.4,25.6,0,2,compute
RADAR-32-oceania-human-web,T32,32,2,P38-S02,P32-S06,,9.11,0,2.4,8,168.22,2,mixed
RADAR-32-oceania-interactive-realtime,T32,32,1,P44-S06,P42-S15,,10.42,0,1.6,4.8,94,1,routing
RADAR-32-oceania-api,T32,32,2,P47-S08,P47-S19,,11.72,0,3.2,9.6,64.38,1,telemetry
RADAR-32-oceania-background-sync,T32,32,4,P50-S10,P52-S02,,6.51,0,2.4,16,75.58,3,background
RADAR-32-oceania-dns-control,T32,32,1,P59-S16,P67-S15,,3.91,0,0.8,3.2,25.19,1,telemetry
RADAR-33-na-east-human-web,T33,33,2,P40-S19,P68-S12,,19.49,0,3.6,12,354.96,2,mixed
RADAR-33-na-east-interactive-realtime,T33,33,1,P46-S01,P06-S21,,22.27,0,2.4,7.2,198.36,1,routing
RADAR-33-na-east-api,T33,33,2,P49-S03,P11-S03,,25.06,0,4.8,14.4,139.27,1,telemetry
RADAR-33-na-east-dns-control,T33,33,1,P61-S11,P31-S21,,8.35,0,1.2,4.8,54.5,1,telemetry
RADAR-33-na-west-human-web,T33,33,2,P49-S03,P17-S18,,17.05,0,3.15,10.5,310.59,2,mixed
RADAR-33-na-west-video-streaming,T33,33,3,P52-S05,P22-S01,,10.96,0,2.63,18.9,657.72,3,background
RADAR-33-na-west-background-sync,T33,33,4,P61-S11,P37-S14,,12.18,0,3.15,21,143.05,3,background
RADAR-33-europe-human-web,T33,33,2,P64-S08,P58-S10,,19.16,0,3.54,11.8,349.04,2,mixed
RADAR-33-europe-interactive-realtime,T33,33,1,P70-S12,P68-S19,,21.9,0,2.36,7.08,195.05,1,routing
RADAR-33-europe-api,T33,33,2,P01-S14,P01-S01,,24.64,0,4.72,14.16,136.95,1,telemetry
RADAR-33-east-asia-human-web,T33,33,2,P12-S14,P68-S16,,18.51,0,3.42,11.4,337.21,2,mixed
RADAR-33-east-asia-video-streaming,T33,33,3,P15-S16,P01-S21,,11.9,0,2.85,20.52,714.1,3,background
RADAR-33-east-asia-automated,T33,33,2,P30-S04,P26-S21,,23.27,0,2.28,9.12,597.57,4,routing
RADAR-COMPUTE-33-east-asia,T33,33,3,,,P27-S02,31.74,1,9.12,36.48,0,2,compute
RADAR-33-south-america-human-web,T33,33,2,P27-S19,P66-S15,,12.34,0,2.4,8,224.81,2,mixed
RADAR-33-south-america-interactive-realtime,T33,33,1,P33-S01,P04-S02,,14.11,0,1.6,4.8,125.63,1,routing
RADAR-33-south-america-api,T33,33,2,P36-S03,P09-S06,,15.87,0,3.2,9.6,88.2,1,telemetry
RADAR-33-south-america-background-sync,T33,33,4,P39-S05,P14-S11,,8.82,0,2.4,16,103.54,3,background
RADAR-33-south-america-dns-control,T33,33,1,P48-S11,P29-S02,,5.29,0,0.8,3.2,34.51,1,telemetry
RADAR-33-oceania-human-web,T33,33,2,P39-S02,P33-S06,,10.07,0,2.4,8,183.4,2,mixed
RADAR-33-oceania-video-streaming,T33,33,3,P42-S04,P38-S11,,6.47,0,2,14.4,388.37,3,background
RADAR-33-oceania-software-update,T33,33,5,P54-S12,P58-S07,,5.03,0,1.6,28.8,258.91,4,background
RADAR-34-na-east-human-web,T34,34,2,P41-S20,P69-S12,,20.66,0,3.6,12,371.36,2,mixed
RADAR-34-na-east-video-streaming,T34,34,3,P44-S22,P02-S17,,13.28,0,3,21.6,786.41,3,background
RADAR-34-na-east-background-sync,T34,34,4,P53-S06,P17-S08,,14.76,0,3.6,24,173.36,3,background
RADAR-34-na-west-human-web,T34,34,2,P50-S04,P18-S19,,18.08,0,3.15,10.5,324.94,2,mixed
RADAR-34-na-west-interactive-realtime,T34,34,1,P56-S08,P28-S06,,20.66,0,2.1,6.3,181.58,1,routing
RADAR-34-na-west-api,T34,34,2,P59-S10,P33-S10,,23.25,0,4.2,12.6,129.21,1,telemetry
RADAR-34-europe-human-web,T34,34,2,P65-S09,P59-S10,,20.32,0,3.54,11.8,365.17,2,mixed
RADAR-34-europe-video-streaming,T34,34,3,P68-S11,P64-S15,,13.06,0,2.95,21.24,773.31,3,background
RADAR-34-europe-automated,T34,34,2,P11-S21,P17-S15,,11.61,0,2.36,9.44,305.66,4,routing
RADAR-COMPUTE-34-europe,T34,34,3,,,P08-S19,34.83,1,9.44,37.76,0,2,compute
RADAR-34-east-asia-human-web,T34,34,2,P13-S15,P69-S17,,19.63,0,3.42,11.4,352.79,2,mixed
RADAR-34-east-asia-interactive-realtime,T34,34,1,P19-S19,P07-S04,,22.44,0,2.28,6.84,197.15,1,routing
RADAR-34-east-asia-api,T34,34,2,P22-S21,P12-S08,,25.24,0,4.56,13.68,140.29,1,telemetry
RADAR-34-east-asia-background-sync,T34,34,4,P25-S01,P17-S13,,14.02,0,3.42,22.8,164.69,3,background
RADAR-34-east-asia-dns-control,T34,34,1,P34-S07,P32-S04,,8.41,0,1.14,4.56,54.9,1,telemetry
RADAR-34-south-america-human-web,T34,34,2,P28-S20,P67-S15,,13.09,0,2.4,8,235.2,2,mixed
RADAR-34-south-america-video-streaming,T34,34,3,P31-S22,P72-S20,,8.41,0,2,14.4,498.06,3,background
RADAR-34-south-america-software-update,T34,34,5,P43-S08,P20-S16,,6.54,0,1.6,28.8,332.04,4,background
RADAR-34-oceania-human-web,T34,34,2,P40-S03,P34-S07,,10.68,0,2.4,8,191.87,2,mixed
RADAR-34-oceania-interactive-realtime,T34,34,1,P46-S07,P44-S16,,12.2,0,1.6,4.8,107.22,1,routing
RADAR-34-oceania-api,T34,34,2,P49-S09,P49-S20,,13.73,0,3.2,9.6,76.3,1,telemetry
RADAR-35-na-east-human-web,T35,35,2,P42-S20,P70-S13,,21.17,0,3.6,12,380.42,2,mixed
RADAR-35-na-east-interactive-realtime,T35,35,1,P48-S02,P08-S22,,24.19,0,2.4,7.2,212.59,1,routing
RADAR-35-na-east-api,T35,35,2,P51-S04,P13-S04,,27.22,0,4.8,14.4,151.28,1,telemetry
RADAR-35-na-west-human-web,T35,35,2,P51-S04,P19-S19,,18.52,0,3.15,10.5,332.87,2,mixed
RADAR-35-na-west-video-streaming,T35,35,3,P54-S06,P24-S02,,11.91,0,2.63,18.9,704.89,3,background
RADAR-35-na-west-automated,T35,35,2,P69-S16,P49-S02,,23.28,0,2.1,8.4,612.97,4,routing
RADAR-COMPUTE-35-na-west,T35,35,3,,,P66-S14,31.75,1,8.4,33.6,0,2,compute
RADAR-35-europe-human-web,T35,35,2,P66-S09,P60-S11,,20.82,0,3.54,11.8,374.08,2,mixed
RADAR-35-europe-interactive-realtime,T35,35,1,P72-S13,P70-S20,,23.79,0,2.36,7.08,209.04,1,routing
RADAR-35-europe-api,T35,35,2,P03-S15,P03-S02,,26.76,0,4.72,14.16,148.75,1,telemetry
RADAR-35-europe-background-sync,T35,35,4,P06-S17,P08-S07,,14.87,0,3.54,23.6,174.62,3,background
RADAR-35-europe-dns-control,T35,35,1,P15-S01,P23-S20,,8.92,0,1.18,4.72,58.21,1,telemetry
RADAR-35-east-asia-human-web,T35,35,2,P14-S15,P70-S17,,20.11,0,3.42,11.4,361.4,2,mixed
RADAR-35-east-asia-video-streaming,T35,35,3,P17-S17,P03-S22,,12.93,0,2.85,20.52,765.31,3,background
RADAR-35-east-asia-software-update,T35,35,5,P29-S03,P23-S18,,10.05,0,2.28,41.04,510.21,4,background
RADAR-35-south-america-human-web,T35,35,2,P29-S20,P68-S16,,13.41,0,2.4,8,240.93,2,mixed
RADAR-35-south-america-interactive-realtime,T35,35,1,P35-S02,P06-S03,,15.32,0,1.6,4.8,134.64,1,routing
RADAR-35-south-america-api,T35,35,2,P38-S04,P11-S07,,17.24,0,3.2,9.6,95.81,1,telemetry
RADAR-35-oceania-human-web,T35,35,2,P41-S03,P35-S07,,10.94,0,2.4,8,196.55,2,mixed
RADAR-35-oceania-video-streaming,T35,35,3,P44-S05,P40-S12,,7.03,0,2,14.4,416.22,3,background
RADAR-35-oceania-background-sync,T35,35,4,P53-S11,P55-S03,,7.81,0,2.4,16,91.75,3,background
RADAR-35-oceania-automated,T35,35,2,P59-S15,P65-S12,,6.25,0,1.6,6.4,164.52,4,routing
RADAR-COMPUTE-35-oceania,T35,35,3,,,P56-S13,18.75,0,6.4,25.6,0,2,compute
RADAR-36-na-east-human-web,T36,36,2,P43-S21,P71-S13,,20.33,0,3.6,12,367.79,2,mixed
RADAR-36-na-east-video-streaming,T36,36,3,P46-S01,P04-S18,,13.07,0,3,21.6,778.85,3,background
RADAR-36-na-east-automated,T36,36,2,P61-S11,P29-S18,,11.62,0,2.4,9.6,298.24,4,routing
RADAR-COMPUTE-36-na-east,T36,36,3,,,P58-S09,34.85,1,9.6,38.4,0,2,compute
RADAR-36-na-west-human-web,T36,36,2,P52-S05,P20-S20,,17.79,0,3.15,10.5,321.82,2,mixed
RADAR-36-na-west-interactive-realtime,T36,36,1,P58-S09,P30-S07,,20.33,0,2.1,6.3,179.84,1,routing
RADAR-36-na-west-api,T36,36,2,P61-S11,P35-S11,,22.87,0,4.2,12.6,128.57,1,telemetry
RADAR-36-na-west-background-sync,T36,36,4,P64-S13,P40-S16,,12.71,0,3.15,21,150.94,3,background
RADAR-36-na-west-dns-control,T36,36,1,P01-S19,P55-S07,,7.62,0,1.05,4.2,50.31,1,telemetry
RADAR-36-europe-human-web,T36,36,2,P67-S10,P61-S11,,19.99,0,3.54,11.8,361.66,2,mixed
RADAR-36-europe-video-streaming,T36,36,3,P70-S12,P66-S16,,12.85,0,2.95,21.24,765.87,3,background
RADAR-36-europe-software-update,T36,36,5,P10-S20,P14-S12,,9.99,0,2.36,42.48,510.58,4,background
RADAR-36-east-asia-human-web,T36,36,2,P15-S16,P71-S18,,19.31,0,3.42,11.4,349.4,2,mixed
RADAR-36-east-asia-interactive-realtime,T36,36,1,P21-S20,P09-S05,,22.07,0,2.28,6.84,195.25,1,routing
RADAR-36-east-asia-api,T36,36,2,P24-S22,P14-S09,,24.83,0,4.56,13.68,139.6,1,telemetry
RADAR-36-south-america-human-web,T36,36,2,P30-S21,P69-S16,,12.87,0,2.4,8,232.93,2,mixed
RADAR-36-south-america-video-streaming,T36,36,3,P33-S01,P02-S21,,8.28,0,2,14.4,493.27,3,background
RADAR-36-south-america-background-sync,T36,36,4,P42-S07,P17-S12,,9.2,0,2.4,16,109.25,3,background
RADAR-36-south-america-automated,T36,36,2,P48-S11,P27-S21,,7.36,0,1.6,6.4,188.89,4,routing
RADAR-COMPUTE-36-south-america,T36,36,3,,,P45-S09,22.07,0,6.4,25.6,0,2,compute
RADAR-36-oceania-human-web,T36,36,2,P42-S04,P36-S08,,10.5,0,2.4,8,190.03,2,mixed
RADAR-36-oceania-interactive-realtime,T36,36,1,P48-S08,P46-S17,,12,0,1.6,4.8,106.19,1,routing
RADAR-36-oceania-api,T36,36,2,P51-S10,P51-S21,,13.5,0,3.2,9.6,75.92,1,telemetry
RADAR-36-oceania-dns-control,T36,36,1,P63-S18,P71-S17,,4.5,0,0.8,3.2,29.71,1,telemetry
RADAR-37-na-east-human-web,T37,37,2,P44-S21,P72-S14,,19.49,0,3.6,12,354.96,2,mixed
RADAR-37-na-east-interactive-realtime,T37,37,1,P50-S03,P10-S01,,22.27,0,2.4,7.2,198.36,1,routing
RADAR-37-na-east-api,T37,37,2,P53-S05,P15-S05,,25.06,0,4.8,14.4,140.87,1,telemetry
RADAR-37-na-east-background-sync,T37,37,4,P56-S07,P20-S10,,13.92,0,3.6,24,165.37,3,background
RADAR-37-na-east-dns-control,T37,37,1,P65-S13,P35-S01,,8.35,0,1.2,4.8,55.12,1,telemetry
RADAR-37-na-west-human-web,T37,37,2,P53-S05,P21-S20,,17.05,0,3.15,10.5,310.59,2,mixed
RADAR-37-na-west-video-streaming,T37,37,3,P56-S07,P26-S03,,10.96,0,2.63,18.9,657.72,3,background
RADAR-37-na-west-software-update,T37,37,5,P68-S15,P46-S21,,8.53,0,2.1,37.8,438.48,4,background
RADAR-37-europe-human-web,T37,37,2,P68-S10,P62-S12,,19.16,0,3.54,11.8,349.04,2,mixed
RADAR-37-europe-interactive-realtime,T37,37,1,P02-S14,P72-S21,,21.9,0,2.36,7.08,195.05,1,routing
RADAR-37-europe-api,T37,37,2,P05-S16,P05-S03,,24.64,0,4.72,14.16,138.52,1,telemetry
RADAR-37-east-asia-human-web,T37,37,2,P16-S16,P72-S18,,18.51,0,3.42,11.4,337.21,2,mixed
RADAR-37-east-asia-video-streaming,T37,37,3,P19-S18,P05-S01,,11.9,0,2.85,20.52,714.1,3,background
RADAR-37-east-asia-background-sync,T37,37,4,P28-S02,P20-S14,,13.22,0,3.42,22.8,157.1,3,background
RADAR-37-east-asia-automated,T37,37,2,P34-S06,P30-S01,,10.58,0,2.28,9.12,268.18,4,routing
RADAR-COMPUTE-37-east-asia,T37,37,3,,,P31-S04,31.74,1,9.12,36.48,0,2,compute
RADAR-37-south-america-human-web,T37,37,2,P31-S21,P70-S17,,12.34,0,2.4,8,224.81,2,mixed
RADAR-37-south-america-interactive-realtime,T37,37,1,P37-S03,P08-S04,,14.11,0,1.6,4.8,125.63,1,routing
RADAR-37-south-america-api,T37,37,2,P40-S05,P13-S08,,15.87,0,3.2,9.6,89.22,1,telemetry
RADAR-37-south-america-dns-control,T37,37,1,P52-S13,P33-S04,,5.29,0,0.8,3.2,34.91,1,telemetry
RADAR-37-oceania-human-web,T37,37,2,P43-S04,P37-S08,,10.07,0,2.4,8,183.4,2,mixed
RADAR-37-oceania-video-streaming,T37,37,3,P46-S06,P42-S13,,6.47,0,2,14.4,388.37,3,background
RADAR-38-na-east-human-web,T38,38,2,P45-S22,P01-S14,,18.48,0,3.6,12,338.84,2,mixed
RADAR-38-na-east-video-streaming,T38,38,3,P48-S02,P06-S19,,11.88,0,3,21.6,717.55,3,background
RADAR-38-na-east-software-update,T38,38,5,P60-S10,P26-S15,,9.24,0,2.4,43.2,478.37,4,background
RADAR-38-na-west-human-web,T38,38,2,P54-S06,P22-S21,,16.17,0,3.15,10.5,296.49,2,mixed
RADAR-38-na-west-interactive-realtime,T38,38,1,P60-S10,P32-S08,,18.48,0,2.1,6.3,165.68,1,routing
RADAR-38-na-west-api,T38,38,2,P63-S12,P37-S12,,20.79,0,4.2,12.6,115.56,1,telemetry
RADAR-38-europe-human-web,T38,38,2,P69-S11,P63-S12,,18.17,0,3.54,11.8,333.2,2,mixed
RADAR-38-europe-video-streaming,T38,38,3,P72-S13,P68-S17,,11.68,0,2.95,21.24,705.59,3,background
RADAR-38-europe-background-sync,T38,38,4,P09-S19,P11-S08,,12.98,0,3.54,23.6,152.45,3,background
RADAR-38-europe-automated,T38,38,2,P15-S01,P21-S17,,10.38,0,2.36,9.44,263.23,4,routing
RADAR-COMPUTE-38-europe,T38,38,3,,,P12-S21,31.15,1,9.44,37.76,0,2,compute
RADAR-38-east-asia-human-web,T38,38,2,P17-S17,P01-S19,,17.56,0,3.42,11.4,321.9,2,mixed
RADAR-38-east-asia-interactive-realtime,T38,38,1,P23-S21,P11-S06,,20.06,0,2.28,6.84,179.89,1,routing
RADAR-38-east-asia-api,T38,38,2,P26-S01,P16-S10,,22.57,0,4.56,13.68,125.46,1,telemetry
RADAR-38-east-asia-dns-control,T38,38,1,P38-S09,P36-S06,,7.52,0,1.14,4.56,49.09,1,telemetry
RADAR-38-south-america-human-web,T38,38,2,P32-S22,P71-S17,,11.7,0,2.4,8,214.6,2,mixed
RADAR-38-south-america-video-streaming,T38,38,3,P35-S02,P04-S22,,7.52,0,2,14.4,454.45,3,background
RADAR-38-oceania-human-web,T38,38,2,P44-S05,P38-S09,,9.55,0,2.4,8,175.07,2,mixed
RADAR-38-oceania-interactive-realtime,T38,38,1,P50-S09,P48-S18,,10.91,0,1.6,4.8,97.83,1,routing
RADAR-38-oceania-api,T38,38,2,P53-S11,P53-S22,,12.28,0,3.2,9.6,68.23,1,telemetry
RADAR-38-oceania-background-sync,T38,38,4,P56-S13,P58-S05,,6.82,0,2.4,16,80.1,3,background
RADAR-39-na-east-human-web,T39,39,2,P46-S22,P02-S15,,17.14,0,3.6,12,316.28,2,mixed
RADAR-39-na-east-interactive-realtime,T39,39,1,P52-S04,P12-S02,,19.58,0,2.4,7.2,176.75,1,routing
RADAR-39-na-east-api,T39,39,2,P55-S06,P17-S06,,22.03,0,4.8,14.4,121.05,1,telemetry
RADAR-39-na-west-human-web,T39,39,2,P55-S06,P23-S21,,14.99,0,3.15,10.5,276.75,2,mixed
RADAR-39-na-west-video-streaming,T39,39,3,P58-S08,P28-S04,,9.64,0,2.63,18.9,586.05,3,background
RADAR-39-na-west-background-sync,T39,39,4,P67-S14,P43-S17,,10.71,0,3.15,21,124.34,3,background
RADAR-39-na-west-automated,T39,39,2,P01-S18,P53-S04,,8.57,0,2.1,8.4,217.2,4,routing
RADAR-COMPUTE-39-na-west,T39,39,3,,,P70-S16,25.7,1,8.4,33.6,0,2,compute
RADAR-39-europe-human-web,T39,39,2,P70-S11,P64-S13,,16.85,0,3.54,11.8,311.01,2,mixed
RADAR-39-europe-interactive-realtime,T39,39,1,P04-S15,P02-S22,,19.26,0,2.36,7.08,173.8,1,routing
RADAR-39-europe-api,T39,39,2,P07-S17,P07-S04,,21.66,0,4.72,14.16,119.04,1,telemetry
RADAR-39-europe-dns-control,T39,39,1,P19-S03,P27-S22,,7.22,0,1.18,4.72,46.58,1,telemetry
RADAR-39-east-asia-human-web,T39,39,2,P18-S17,P02-S19,,16.28,0,3.42,11.4,300.47,2,mixed
RADAR-39-east-asia-video-streaming,T39,39,3,P21-S19,P07-S02,,10.47,0,2.85,20.52,636.28,3,background
RADAR-39-south-america-human-web,T39,39,2,P33-S22,P72-S18,,10.85,0,2.4,8,200.31,2,mixed
RADAR-39-south-america-interactive-realtime,T39,39,1,P39-S04,P10-S05,,12.4,0,1.6,4.8,111.94,1,routing
RADAR-39-south-america-api,T39,39,2,P42-S06,P15-S09,,13.95,0,3.2,9.6,76.67,1,telemetry
RADAR-39-south-america-background-sync,T39,39,4,P45-S08,P20-S14,,7.75,0,2.4,16,90,3,background
RADAR-39-oceania-human-web,T39,39,2,P45-S05,P39-S09,,8.85,0,2.4,8,163.41,2,mixed
RADAR-39-oceania-video-streaming,T39,39,3,P48-S07,P44-S14,,5.69,0,2,14.4,346.05,3,background
RADAR-39-oceania-software-update,T39,39,5,P60-S15,P64-S10,,4.43,0,1.6,28.8,230.7,4,background
RADAR-39-oceania-automated,T39,39,2,P63-S17,P69-S14,,5.06,0,1.6,6.4,128.25,4,routing
RADAR-COMPUTE-39-oceania,T39,39,3,,,P60-S15,15.18,0,6.4,25.6,0,2,compute
RADAR-40-na-east-human-web,T40,40,2,P47-S01,P03-S15,,15.46,0,3.6,12,281.52,2,mixed
RADAR-40-na-east-video-streaming,T40,40,3,P50-S03,P08-S20,,9.94,0,3,21.6,596.16,3,background
RADAR-40-na-east-background-sync,T40,40,4,P59-S09,P23-S11,,11.04,0,3.6,24,131.16,3,background
RADAR-40-na-east-automated,T40,40,2,P65-S13,P33-S20,,8.83,0,2.4,9.6,223.89,4,routing
RADAR-COMPUTE-40-na-east,T40,40,3,,,P62-S11,26.5,1,9.6,38.4,0,2,compute
RADAR-40-na-west-human-web,T40,40,2,P56-S07,P24-S22,,13.52,0,3.15,10.5,246.33,2,mixed
RADAR-40-na-west-interactive-realtime,T40,40,1,P62-S11,P34-S09,,15.46,0,2.1,6.3,137.66,1,routing
RADAR-40-na-west-api,T40,40,2,P65-S13,P39-S13,,17.39,0,4.2,12.6,97.76,1,telemetry
RADAR-40-na-west-dns-control,T40,40,1,P05-S21,P59-S09,,5.8,0,1.05,4.2,38.25,1,telemetry
RADAR-40-europe-human-web,T40,40,2,P71-S12,P65-S13,,15.2,0,3.54,11.8,276.83,2,mixed
RADAR-40-europe-video-streaming,T40,40,3,P02-S14,P70-S18,,9.77,0,2.95,21.24,586.22,3,background
RADAR-40-east-asia-human-web,T40,40,2,P19-S18,P03-S20,,10.28,0,3.42,11.4,147.09,2,mixed
RADAR-40-east-asia-interactive-realtime,T40,40,1,P25-S22,P13-S07,,11.75,0,2.28,6.84,82.2,1,routing
RADAR-40-east-asia-api,T40,40,2,P28-S02,P18-S11,,13.21,0,4.56,13.68,58.38,1,telemetry
RADAR-40-east-asia-background-sync,T40,40,4,P31-S04,P23-S16,,7.34,0,3.42,22.8,68.53,3,background
RADAR-40-south-america-human-web,T40,40,2,P34-S01,P01-S18,,9.79,0,2.4,8,178.3,2,mixed
RADAR-40-south-america-video-streaming,T40,40,3,P37-S03,P06-S01,,6.29,0,2,14.4,377.57,3,background
RADAR-40-south-america-software-update,T40,40,5,P49-S11,P26-S19,,4.89,0,1.6,28.8,251.71,4,background
RADAR-40-south-america-automated,T40,40,2,P52-S13,P31-S01,,5.59,0,1.6,6.4,141.8,4,routing
RADAR-COMPUTE-40-south-america,T40,40,3,,,P49-S11,16.78,0,6.4,25.6,0,2,compute
RADAR-40-oceania-human-web,T40,40,2,P46-S06,P40-S10,,7.99,0,2.4,8,145.45,2,mixed
RADAR-40-oceania-interactive-realtime,T40,40,1,P52-S10,P50-S19,,9.13,0,1.6,4.8,81.28,1,routing
RADAR-40-oceania-api,T40,40,2,P55-S12,P55-S01,,10.27,0,3.2,9.6,57.72,1,telemetry
RADAR-40-oceania-dns-control,T40,40,1,P67-S20,P03-S19,,3.42,0,0.8,3.2,22.59,1,telemetry
RADAR-41-na-east-human-web,T41,41,2,P48-S01,P04-S16,,13.78,0,3.6,12,247.57,2,mixed
RADAR-41-na-east-interactive-realtime,T41,41,1,P54-S05,P14-S03,,15.74,0,2.4,7.2,138.35,1,routing
RADAR-41-na-east-api,T41,41,2,P57-S07,P19-S07,,17.71,0,4.8,14.4,100.71,1,telemetry
RADAR-41-na-east-dns-control,T41,41,1,P69-S15,P39-S03,,5.9,0,1.2,4.8,39.41,1,telemetry
RADAR-41-na-west-human-web,T41,41,2,P57-S07,P25-S22,,12.05,0,3.15,10.5,216.63,2,mixed
RADAR-41-na-west-video-streaming,T41,41,3,P60-S09,P30-S05,,7.75,0,2.63,18.9,458.74,3,background
RADAR-41-europe-human-web,T41,41,2,P72-S12,P66-S14,,13.55,0,3.54,11.8,243.45,2,mixed
RADAR-41-europe-interactive-realtime,T41,41,1,P06-S16,P04-S01,,15.48,0,2.36,7.08,136.04,1,routing
RADAR-41-europe-api,T41,41,2,P09-S18,P09-S05,,17.42,0,4.72,14.16,99.03,1,telemetry
RADAR-41-europe-background-sync,T41,41,4,P12-S20,P14-S10,,9.68,0,3.54,23.6,116.26,3,background
RADAR-41-east-asia-human-web,T41,41,2,P20-S18,P04-S20,,9.16,0,3.42,11.4,129.36,2,mixed
RADAR-41-east-asia-video-streaming,T41,41,3,P23-S20,P09-S03,,8.41,0,2.85,20.52,498.06,3,background
RADAR-41-east-asia-software-update,T41,41,5,P35-S06,P29-S21,,6.54,0,2.28,41.04,332.04,4,background
RADAR-41-east-asia-automated,T41,41,2,P38-S08,P34-S03,,7.48,0,2.28,9.12,192.01,4,routing
RADAR-COMPUTE-41-east-asia,T41,41,3,,,P35-S06,22.44,1,9.12,36.48,0,2,compute
RADAR-41-south-america-human-web,T41,41,2,P35-S01,P02-S19,,8.72,0,2.4,8,156.8,2,mixed
RADAR-41-south-america-interactive-realtime,T41,41,1,P41-S05,P12-S06,,9.97,0,1.6,4.8,87.62,1,routing
RADAR-41-south-america-api,T41,41,2,P44-S07,P17-S10,,11.22,0,3.2,9.6,63.78,1,telemetry
RADAR-41-south-america-dns-control,T41,41,1,P56-S15,P37-S06,,3.74,0,0.8,3.2,24.96,1,telemetry
RADAR-41-oceania-human-web,T41,41,2,P47-S06,P41-S10,,7.12,0,2.4,8,127.91,2,mixed
RADAR-41-oceania-video-streaming,T41,41,3,P50-S08,P46-S15,,4.58,0,2,14.4,270.88,3,background
RADAR-41-oceania-background-sync,T41,41,4,P59-S14,P61-S06,,5.08,0,2.4,16,61.08,3,background
RADAR-42-na-east-human-web,T42,42,2,P49-S02,P05-S16,,12.43,0,3.6,12,221.91,2,mixed
RADAR-42-na-east-video-streaming,T42,42,3,P52-S04,P10-S21,,7.99,0,3,21.6,469.93,3,background
RADAR-42-na-west-human-web,T42,42,2,P58-S08,P26-S01,,10.88,0,3.15,10.5,194.17,2,mixed
RADAR-42-na-west-interactive-realtime,T42,42,1,P64-S12,P36-S10,,12.43,0,2.1,6.3,108.51,1,routing
